"YEAR","biomass"
2000,0.881800082541627
2000,0.310871820672835
2000,1.28587771515841
2000,17.0551230107474
2000,2.97918634162627
2000,2.04382144775074
2000,2.52702274058648
2000,1.14722625383971
2001,2.17936208921191
2001,0.832891349793947
2001,1.24596418889242
2001,10.1351072352773
2001,0.400570157373144
2001,1.54808866520026
2001,1.39587127903139
2001,1.38891916694237
2002,1.7014266643611
2002,1.8617550837874
2002,1.57609394765087
2002,12.8495212569758
2002,0.655584671248247
2002,5.80427714404446
2002,2.26275916609016
2002,3.9095855672327
2003,1.31741278179535
2003,1.63206421805105
2003,8.36892296804258
2003,21.4544048286359
2003,1.68833938418951
2003,2.67535065288277
2003,4.34797347792071
2003,2.75892708567322
2004,2.99342433193478
2004,1.12411989773873
2004,1.41502203170989
2004,15.5476101474182
2004,2.05120504248241
2004,1.97731060314853
2004,2.34991656849142
2004,1.42579523523464
2005,1.08785272703436
2005,1.63962136326147
2005,2.04789025839344
2005,10.9258550687883
2005,1.37452263309017
2005,1.08560925901458
2005,2.22804087467336
2005,1.04880437722401
2006,1.43224660097749
2006,0.510805334176092
2006,0.709248909398379
2006,11.3786339759989
2006,4.0537061440266
2006,1.93897951041998
2006,0.973162965498055
2006,4.12125759361711
2007,4.41608864262897
2007,1.11206850087678
2007,2.87220615290426
2007,16.0221176176831
2007,4.04914746170943
2007,2.33065784013839
2007,2.03889480946944
2007,1.05455287921098
2008,1.23880386180787
2008,0.950760441254222
2008,1.54886783551183
2008,1.13442697518289
2008,0.87736033984246
2008,0.336205800145989
2008,2.24258436271836
2008,5.1206340123867
2009,1.35808690884375
2009,0.481980642900426
2009,4.02545955014891
2009,3.49088380281742
2009,2.78203269824961
2009,2.68579262729006
2009,2.28142985047395
2009,1.32644529166857
2010,1.67893474301229
2010,0.560511376141333
2010,4.41520610260721
2010,6.22310227065583
2010,1.30275937340111
2010,1.20968131584505
2010,0.410371005811957
2010,2.20241252701743
2011,1.32150582040077
2011,0.188037876354688
2011,2.85749930942625
2011,5.82245485532563
2011,3.21705775684867
2011,0.905210891570993
2011,0.652151832897581
2011,0.680340941338594
2012,0.470330797865705
2012,0.605627409415993
2012,2.03182179683567
2012,4.69418505587677
2012,0.721845299222017
2012,0.566004304262689
2012,0.472732166574602
2012,1.91212299821469
2013,1.07912956042254
2013,0.421150508267606
2013,3.5102373754507
2013,7.85884086478873
2013,0.599718520985915
2013,2.48422408866197
2013,0.324704773802817
2013,1.29067611225352
2014,0.586533936478873
2014,0.734772229577465
2014,4.1053209531831
2014,4.2655495356338
2014,1.25614357690141
2014,0.725776710338028
2014,0.276163671830986
2014,1.06814310732394
2015,0.505009188732394
2015,0.629575376760563
2015,1.19414866971831
2015,2.35351880028169
2015,1.72002354295775
2015,1.37723602525352
2015,0.340784522816901
2015,0.865607001690141
2016,1.99236636760563
2016,1.22305750064789
2016,2.22028711439437
2016,2.2284632456338
2016,1.15233317797183
2016,2.35536598152113
2016,0.459172017323944
2016,2.62183942488732
2017,2.02396341760563
2017,1.55058980943662
2017,4.30524338247887
2017,4.1089689643662
2017,0.80028946971831
2017,1.40041864253521
2017,1.16868592512676
2017,1.9969665985493
2018,2.35921004402817
2018,2.00961585211268
2018,1.6832273528169
2018,1.48916197070423
2018,3.70825104140845
2018,1.60712342150704
2018,1.53347534056338
2018,3.24131468985915
